Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25
-4.822422e+02,-4.607972e+02,-4.568036e+02,-4.495964e+02,-4.384201e+02,-3.991620e+02,-2.467164e+02,-1.655747e+02,-1.409674e+02,-1.315923e+02,-1.456298e+02,-1.579995e+02,-1.673348e+02,-1.892283e+02,-2.107443e+02,-2.222263e+02,-2.590563e+02,-3.161374e+02,-3.685851e+02,-4.065227e+02,-4.407822e+02,-4.483013e+02,-4.464044e+02,-4.507686e+02,-4.543098e+02
3.627955e+01,5.400503e+01,5.956419e+01,6.848199e+01,8.136596e+01,1.067817e+02,1.463870e+02,1.480702e+02,1.424329e+02,1.342615e+02,1.360002e+02,1.381555e+02,1.406601e+02,1.560259e+02,1.684713e+02,1.679550e+02,1.584093e+02,1.458259e+02,1.242215e+02,9.692056e+01,7.452550e+01,6.701384e+01,6.670157e+01,6.592487e+01,6.122695e+01
1.186480e+01,1.265701e+01,1.536687e+01,2.010823e+01,2.797038e+01,3.201421e+01,-1.150379e+01,-3.770322e+01,-5.837019e+01,-6.189351e+01,-5.644616e+01,-5.240783e+01,-4.992885e+01,-4.121971e+01,-4.017569e+01,-3.281704e+01,-1.267169e+01,-2.659986e+00,-9.152092e+00,-1.442358e+00,1.382365e+01,1.404782e+01,1.216974e+01,1.562816e+01,1.135006e+01
4.224333e+00,1.630162e-01,-1.004612e+00,2.217502e+00,7.718185e+00,1.903461e+01,2.293950e+01,2.611515e+00,-2.233764e+01,-2.340714e+01,-2.354934e+01,-2.825408e+01,-3.840628e+01,-4.284296e+01,-4.065948e+01,-4.106703e+01,-3.362737e+01,-2.973874e+01,-3.606220e+01,-2.529877e+01,-7.025672e+00,-1.439003e+00,1.064962e+00,-4.096197e-01,-3.319553e+00
1.020488e+01,7.743095e+00,6.084273e+00,1.004888e+01,1.454019e+01,1.711740e+01,-3.496889e+00,-7.816233e+00,-5.333021e+00,-7.344912e+00,-4.253768e+00,-6.452173e+00,-1.214953e+01,-5.955086e+00,1.423321e+00,-8.527874e-01,-3.295693e+00,-4.803588e+00,-4.999379e+00,2.382718e+00,7.001690e+00,9.854353e+00,1.373227e+01,1.099302e+01,1.143883e+01
1.376491e+01,1.635338e+01,1.460244e+01,1.530914e+01,1.728930e+01,1.859574e+01,-8.771603e+00,2.582146e+00,2.356111e+01,3.682850e+01,4.354540e+01,5.065666e+01,4.536248e+01,4.095286e+01,3.244639e+01,2.966470e+01,2.613296e+01,1.035245e+01,4.661946e+00,1.519100e+01,1.485912e+01,1.391547e+01,1.457612e+01,1.557901e+01,1.806222e+01
8.223285e+00,1.071175e+01,8.644704e+00,8.795820e+00,8.208479e+00,6.800834e+00,-2.192542e+01,-3.824882e+01,-4.016808e+01,-3.795368e+01,-2.822066e+01,-2.263047e+01,-2.650347e+01,-2.264162e+01,-9.006830e+00,-7.242966e+00,-7.882436e+00,-5.352564e+00,2.924067e+00,1.059796e+01,8.651773e+00,1.139632e+01,1.135543e+01,9.148687e+00,1.006809e+01
3.097243e+00,2.723754e+00,2.766228e+00,4.149283e+00,3.181953e+00,4.359221e-02,1.644538e+01,2.618031e+01,2.859934e+01,2.281701e+01,2.257064e+01,1.786261e+01,1.737534e+01,1.485364e+01,1.262023e+01,1.300693e+01,7.580925e+00,2.635620e+00,2.817634e+00,6.612417e+00,5.168525e+00,1.261227e+01,1.169627e+01,4.851865e+00,4.625023e+00
4.550793e+00,4.204147e+00,5.904628e+00,4.194768e+00,3.308812e+00,1.005402e+01,6.941329e+00,5.561362e+00,1.297380e+01,7.111332e+00,2.837409e+00,-1.397680e+00,-9.735296e+00,-9.758436e+00,-9.055051e+00,-1.335111e+01,-1.630537e+01,-1.012676e+01,1.289494e+00,3.196841e+00,7.878571e+00,1.238552e+01,6.927832e+00,4.567696e+00,5.218421e+00
5.294333e+00,2.322589e+00,1.648115e+00,-2.120950e+00,-4.237482e+00,-4.886298e+00,-6.945564e+00,1.389592e+00,1.524277e+01,1.801817e+01,1.153525e+01,1.114198e+01,1.260927e+01,1.123468e+01,1.189427e+01,1.429870e+01,7.914100e+00,8.242292e+00,6.776501e+00,2.664807e+00,7.546185e+00,7.233518e+00,1.703991e+00,4.052097e+00,3.203343e+00
1.310928e+00,-7.324430e-01,-4.465284e+00,-9.221758e+00,-1.156921e+01,-1.276321e+01,-2.341123e+00,-1.418961e+00,7.006534e-01,-4.239144e+00,-5.832011e+00,9.034036e-02,1.024512e+01,1.346083e+01,1.558187e+01,1.565967e+01,8.695861e+00,9.788692e+00,1.148728e+01,4.662799e+00,8.279082e-01,1.680650e+00,2.208836e+00,1.568388e+00,-2.410423e+00
-5.882751e+00,-3.537627e+00,-4.829299e+00,-9.543505e+00,-1.075129e+01,-1.116512e+01,-1.763805e+01,-1.341463e+01,-8.839681e+00,-7.588970e+00,-7.855687e+00,-7.944563e+00,-9.284956e+00,-9.823724e+00,-8.351348e+00,-9.740152e+00,-1.066713e+01,-4.689576e+00,3.133563e+00,1.105291e+00,-4.553521e+00,-3.424270e-01,1.526627e+00,-2.360289e+00,-5.204106e+00
-9.628479e+00,-5.681406e+00,-2.746198e+00,-5.941055e+00,-9.146656e+00,-2.479877e+01,-1.595204e+01,-1.233273e+01,-8.012581e+00,-5.668757e+00,-6.222406e+00,-7.656897e+00,-9.722794e+00,-7.950616e+00,-9.179136e+00,-1.329137e+01,-1.390287e+01,-3.467326e+00,-3.036817e+00,-1.299064e+00,4.090477e-01,3.618035e+00,1.025650e+00,-3.158659e+00,-2.561721e+00
